,name_road,oldname_road,points
350,350,5490,"[(30.65952867, 104.0430632), (30.65422889, 104.0449103)]"
351,351,5493,"[(30.68833203, 104.0577429), (30.69008656, 104.0566951)]"
352,352,5504,"[(30.67985354, 104.0286031), (30.67764865, 104.0293844)]"
353,353,5505,"[(30.66964496, 104.0694782), (30.66950393, 104.0681003)]"
354,354,5506,"[(30.6717139, 104.0682796), (30.66950393, 104.0681003)]"
355,355,5512,"[(30.68902882, 104.0331073), (30.68820264, 104.0321046)]"
356,356,5515,"[(30.66695776, 104.0748457), (30.66829663, 104.0713876)]"
357,357,5516,"[(30.66964496, 104.0694782), (30.66829663, 104.0713876)]"
358,358,5517,"[(30.66972895, 104.0723581), (30.66829663, 104.0713876)]"
359,359,5523,"[(30.65197016, 104.0595641), (30.65264309, 104.0581861)]"
360,360,5527,"[(30.69104677, 104.0515755), (30.69056278, 104.0488623)]"
361,361,5538,"[(30.68488876, 104.034529), (30.6870016, 104.036421)]"
362,362,5539,"[(30.68553984, 104.0376705), (30.6870016, 104.036421)]"
363,363,5540,"[(30.68902882, 104.0331073), (30.6870016, 104.036421)]"
364,364,5542,"[(30.66116566, 104.0533352), (30.66265943, 104.0491177)]"
365,365,5546,"[(30.67345172, 104.0683853), (30.6717139, 104.0682796)]"
366,366,5549,"[(30.66164635, 104.0378879), (30.66419865, 104.0335172)]"
367,367,5550,"[(30.67009888, 104.0349573), (30.66419865, 104.0335172)]"
368,368,5566,"[(30.65684818, 104.0716869), (30.65602721, 104.0733239)]"
369,369,5569,"[(30.6609573, 104.0684967), (30.65898704, 104.0685263)]"
370,370,5570,"[(30.6731609, 104.0494476), (30.6751566, 104.0502855)]"
371,371,5571,"[(30.67334374, 104.0543066), (30.6751566, 104.0502855)]"
372,372,5572,"[(30.67706348, 104.0467099), (30.6751566, 104.0502855)]"
373,373,5573,"[(30.67709606, 104.0514072), (30.6751566, 104.0502855)]"
374,374,5574,"[(30.65755893, 104.0863404), (30.66001727, 104.0881928)]"
375,375,5575,"[(30.66062918, 104.0867086), (30.66001727, 104.0881928)]"
376,376,5578,"[(30.66162768, 104.0847123), (30.66231551, 104.0833203)]"
377,377,5579,"[(30.66419702, 104.0844988), (30.66231551, 104.0833203)]"
378,378,5580,"[(30.67975536, 104.0267466), (30.67985354, 104.0286031)]"
379,379,5581,"[(30.68325348, 104.0263815), (30.67985354, 104.0286031)]"
380,380,5582,"[(30.65116749, 104.0698233), (30.65189819, 104.0701792)]"
381,381,5586,"[(30.66106452, 104.0746648), (30.66161953, 104.0734954)]"
382,382,5587,"[(30.66243375, 104.0719509), (30.66161953, 104.0734954)]"
383,383,5588,"[(30.66310274, 104.0744995), (30.66161953, 104.0734954)]"
384,384,5590,"[(30.66792296, 104.0298934), (30.66826907, 104.0266969)]"
385,385,5591,"[(30.6627216, 104.0697571), (30.66243375, 104.0719509)]"
386,386,5593,"[(30.67529443, 104.06481), (30.67607279, 104.0631321)]"
387,387,5601,"[(30.66106452, 104.0746648), (30.65684818, 104.0716869)]"
388,388,5602,"[(30.66238447, 104.0600977), (30.66075741, 104.0602277)]"
389,389,5607,"[(30.6693854, 104.0497155), (30.6731609, 104.0494476)]"
390,390,5608,"[(30.67093727, 104.0537252), (30.6731609, 104.0494476)]"
391,391,5609,"[(30.6751396, 104.0455126), (30.6731609, 104.0494476)]"
392,392,5617,"[(30.67337488, 104.0326736), (30.67627372, 104.0337804)]"
393,393,5627,"[(30.66503017, 104.0824686), (30.66419702, 104.0844988)]"
394,394,5628,"[(30.66570422, 104.0852545), (30.66419702, 104.0844988)]"
395,395,5629,"[(30.6612243, 104.0854998), (30.66062918, 104.0867086)]"
396,396,5630,"[(30.66262974, 104.0880259), (30.66062918, 104.0867086)]"
397,397,5631,"[(30.68325348, 104.0263815), (30.68462845, 104.0280154)]"
398,398,5633,"[(30.65334833, 104.0604031), (30.6553011, 104.0574646)]"
399,399,5634,"[(30.65688755, 104.0583608), (30.6553011, 104.0574646)]"
400,400,5635,"[(30.65325114, 104.0712373), (30.6538646, 104.0719955)]"
401,401,5640,"[(30.66940919, 104.058001), (30.67093727, 104.0537252)]"
402,402,5641,"[(30.67334374, 104.0543066), (30.67093727, 104.0537252)]"
403,403,5647,"[(30.6673649, 104.049146), (30.6693854, 104.0497155)]"
404,404,5648,"[(30.6710722, 104.0460036), (30.6693854, 104.0497155)]"
405,405,5649,"[(30.67497315, 104.0738388), (30.67600168, 104.074683)]"
406,406,5650,"[(30.67344742, 104.079532), (30.67600168, 104.074683)]"
407,407,5651,"[(30.66577495, 104.0663676), (30.6678427, 104.0662788)]"
408,408,5652,"[(30.6612243, 104.0854998), (30.66162768, 104.0847123)]"
409,409,5660,"[(30.67793555, 104.0241872), (30.67972229, 104.0247833)]"
410,410,5661,"[(30.67975536, 104.0267466), (30.67972229, 104.0247833)]"
411,411,5666,"[(30.67516952, 104.0255582), (30.67608461, 104.0214793)]"
412,412,5667,"[(30.67648682, 104.0192811), (30.67608461, 104.0214793)]"
413,413,5669,"[(30.64586314, 104.0804742), (30.64675931, 104.0783778)]"
414,414,5674,"[(30.66240031, 104.0581438), (30.66598975, 104.0580837)]"
415,415,5675,"[(30.66597437, 104.0600469), (30.66598975, 104.0580837)]"
416,416,5676,"[(30.66940919, 104.058001), (30.66598975, 104.0580837)]"
417,417,5681,"[(30.66058405, 104.0421319), (30.65952867, 104.0430632)]"
418,418,5682,"[(30.67217959, 104.0227021), (30.6718376, 104.0247463)]"
419,419,5683,"[(30.68553984, 104.0376705), (30.6876936, 104.0396273)]"
420,420,5684,"[(30.68899368, 104.0385937), (30.6876936, 104.0396273)]"
421,421,5689,"[(30.69392231, 104.0390211), (30.69517994, 104.0407045)]"
422,422,5690,"[(30.69606019, 104.041902), (30.69517994, 104.0407045)]"
423,423,5691,"[(30.66960555, 104.0629728), (30.66775544, 104.0630465)]"
424,424,5692,"[(30.66501226, 104.0867203), (30.66570422, 104.0852545)]"
425,425,5693,"[(30.66647581, 104.0834323), (30.66570422, 104.0852545)]"
426,426,5697,"[(30.68263452, 104.051193), (30.68136594, 104.0535507)]"
427,427,5698,"[(30.68386085, 104.0589175), (30.68136594, 104.0535507)]"
428,428,5703,"[(30.66145875, 104.0385394), (30.66058405, 104.0421319)]"
429,429,5704,"[(30.66539556, 104.0447227), (30.66058405, 104.0421319)]"
430,430,5705,"[(30.65097336, 104.0665173), (30.65116749, 104.0698233)]"
431,431,5713,"[(30.67334374, 104.0543066), (30.67517099, 104.055294)]"
432,432,5714,"[(30.67416757, 104.0579058), (30.67517099, 104.055294)]"
433,433,5715,"[(30.67709606, 104.0514072), (30.67517099, 104.055294)]"
434,434,5716,"[(30.66451347, 104.0732972), (30.66695776, 104.0748457)]"
435,435,5717,"[(30.66612382, 104.0765093), (30.66695776, 104.0748457)]"
436,436,5727,"[(30.67261623, 104.0608677), (30.67466021, 104.0621684)]"
437,437,5728,"[(30.67652495, 104.0579073), (30.67466021, 104.0621684)]"
438,438,5741,"[(30.69684411, 104.0472725), (30.69708848, 104.0548859)]"
439,439,5742,"[(30.67344742, 104.079532), (30.67490618, 104.0813226)]"
440,440,5743,"[(30.67433953, 104.0835351), (30.67490618, 104.0813226)]"
441,441,5748,"[(30.67260603, 104.0787652), (30.67344742, 104.079532)]"
442,442,5750,"[(30.66164635, 104.0378879), (30.66145875, 104.0385394)]"
443,443,5754,"[(30.65197016, 104.0595641), (30.65334833, 104.0604031)]"
444,444,5755,"[(30.6549959, 104.061353), (30.65334833, 104.0604031)]"
445,445,5768,"[(30.6516143, 104.0636453), (30.65498885, 104.063511)]"
446,446,5769,"[(30.6549959, 104.061353), (30.65498885, 104.063511)]"
447,447,5772,"[(30.69165952, 104.0545982), (30.69104677, 104.0515755)]"
448,448,5773,"[(30.65608713, 104.0696195), (30.65714859, 104.0679573)]"
449,449,5775,"[(30.66084053, 104.0663788), (30.6607499, 104.0649632)]"
450,450,5776,"[(30.66647581, 104.0834323), (30.66503017, 104.0824686)]"
451,451,5785,"[(30.66084053, 104.0663788), (30.6609573, 104.0684967)]"
452,452,5786,"[(30.66099639, 104.0729025), (30.6609573, 104.0684967)]"
453,453,5788,"[(30.67506014, 104.0653152), (30.67529443, 104.06481)]"
454,454,5795,"[(30.68296342, 104.0353401), (30.68190113, 104.0343495)]"
455,455,5804,"[(30.66741927, 104.07744), (30.66612382, 104.0765093)]"
456,456,5805,"[(30.67482664, 104.0380169), (30.67848323, 104.0387343)]"
457,457,5806,"[(30.66577495, 104.0663676), (30.66084053, 104.0663788)]"
458,458,5814,"[(30.68296342, 104.0353401), (30.68381535, 104.0361049)]"
459,459,5817,"[(30.65811967, 104.0811576), (30.65916798, 104.078706)]"
460,460,5819,"[(30.65608713, 104.0696195), (30.65441931, 104.0722331)]"
461,461,5821,"[(30.6751396, 104.0455126), (30.67706348, 104.0467099)]"
462,462,5824,"[(30.68486415, 104.0427153), (30.68582265, 104.041945)]"
463,463,5826,"[(30.68400663, 104.0337984), (30.68488876, 104.034529)]"
464,464,5828,"[(30.65950096, 104.0821018), (30.65886582, 104.083667)]"
465,465,5829,"[(30.67506014, 104.0653152), (30.67646893, 104.0666797)]"
466,466,5830,"[(30.67514299, 104.0692409), (30.67646893, 104.0666797)]"
467,467,5831,"[(30.67260603, 104.0787652), (30.67410729, 104.0753428)]"
468,468,5832,"[(30.67497315, 104.0738388), (30.67410729, 104.0753428)]"
469,469,5833,"[(30.6710722, 104.0460036), (30.6751396, 104.0455126)]"
470,470,5834,"[(30.68400663, 104.0337984), (30.68296342, 104.0353401)]"
471,471,5835,"[(30.66238447, 104.0600977), (30.66597437, 104.0600469)]"
472,472,5836,"[(30.67144791, 104.0632252), (30.66960555, 104.0629728)]"
473,473,5837,"[(30.66501226, 104.0867203), (30.66368435, 104.0896351)]"
474,474,5838,"[(30.66894156, 104.091162), (30.66368435, 104.0896351)]"
475,475,5840,"[(30.66401786, 104.0861632), (30.66262974, 104.0880259)]"
476,476,5851,"[(30.67260603, 104.0787652), (30.67192313, 104.0803937)]"
477,477,5857,"[(30.67321994, 104.0595661), (30.67416757, 104.0579058)]"
478,478,5858,"[(30.67652495, 104.0579073), (30.67416757, 104.0579058)]"
479,479,5861,"[(30.66997767, 104.08965), (30.66894156, 104.091162)]"
480,480,5862,"[(30.67067588, 104.0317137), (30.66792296, 104.0298934)]"
481,481,5864,"[(30.67497315, 104.0738388), (30.67363721, 104.0726142)]"
482,482,5870,"[(30.66741927, 104.07744), (30.66903116, 104.0784525)]"
483,483,5871,"[(30.66974975, 104.0766779), (30.66903116, 104.0784525)]"
484,484,5874,"[(30.65151133, 104.0827149), (30.65181091, 104.0821982)]"
485,485,5875,"[(30.6537093, 104.0780951), (30.65181091, 104.0821982)]"
486,486,5877,"[(30.67187144, 104.0625021), (30.67144791, 104.0632252)]"
487,487,5887,"[(30.67009888, 104.0349573), (30.67067588, 104.0317137)]"
488,488,5888,"[(30.67099192, 104.0295701), (30.67067588, 104.0317137)]"
489,489,5891,"[(30.66959784, 104.0854869), (30.67168591, 104.0868417)]"
490,490,5892,"[(30.66997767, 104.08965), (30.67168591, 104.0868417)]"
491,491,5893,"[(30.67384238, 104.0840318), (30.67168591, 104.0868417)]"
492,492,5896,"[(30.66647581, 104.0834323), (30.66728632, 104.0819461)]"
493,493,5897,"[(30.66501226, 104.0867203), (30.66401786, 104.0861632)]"
494,494,5898,"[(30.67345172, 104.0683853), (30.67506014, 104.0653152)]"
495,495,5901,"[(30.66099639, 104.0729025), (30.66106452, 104.0746648)]"
496,496,5902,"[(30.6594657, 104.0362324), (30.66164635, 104.0378879)]"
497,497,5903,"[(30.65811967, 104.0811576), (30.6537093, 104.0780951)]"
498,498,5909,"[(30.67261623, 104.0608677), (30.67187144, 104.0625021)]"
499,499,5910,"[(30.67345172, 104.0683853), (30.6728792, 104.0698106)]"
500,500,5911,"[(30.64989872, 104.0637012), (30.6516143, 104.0636453)]"
501,501,5916,"[(30.65688755, 104.0583608), (30.6549959, 104.061353)]"
502,502,5917,"[(30.65569411, 104.0530059), (30.65769089, 104.0549972)]"
503,503,5918,"[(30.67514299, 104.0692409), (30.67345172, 104.0683853)]"
504,504,5923,"[(30.64989872, 104.0637012), (30.65032194, 104.0583406)]"
505,505,5924,"[(30.65197016, 104.0595641), (30.65032194, 104.0583406)]"
506,506,5926,"[(30.65811967, 104.0811576), (30.65950096, 104.0821018)]"
507,507,5929,"[(30.66266858, 104.0537493), (30.66116566, 104.0533352)]"
508,508,5931,"[(30.66240031, 104.0581438), (30.66238447, 104.0600977)]"
509,509,5932,"[(30.67433953, 104.0835351), (30.67384238, 104.0840318)]"
510,510,5933,"[(30.6587772, 104.0582534), (30.65688755, 104.0583608)]"
511,511,5935,"[(30.67321994, 104.0595661), (30.67261623, 104.0608677)]"
